X,Y
-1.129320489515341,-5.948994684049525
-1.3276854964138605,-2.764647595147515
-3.546941498250773,-3.503329048539123
-5.308928857641882,-2.0967825741468964
-3.4907454021462447,4.295065213628984
1.2094076220766057,8.824997668639007
0.1461648958387144,6.331597725791118
-2.0361480095165168,8.14663372452032
3.6526078192489684,9.243600652917683
-0.22088607528617177,10.85024824566637
-6.108831670827681,8.412014469214881
-6.538816689417715,5.309003194972161
-7.981024545776638,11.691597037595619
-7.8972466423763805,15.185784814081607
-7.9540301415781025,18.27911117547272
-11.134971963512232,11.54767702814882
