score,node_distribution_unreversed,node_distribution,node_distribution_raw,distance_to_borderlines_unreversed,distance_to_borderlines,distance_to_borderlines_raw,edge_length_sum,edge_length_sum_raw,edge_node_distance_contribution_unreversed,edge_node_distance_contribution,edge_node_distance_contribution_raw,count_edge_crossings,count_edge_crossings_raw,communities_closeness,sum_of_angles,symmetry,category
2,9.994381947851759,1629.3812588028097,92.24713214613404,28.0,16.945,18.126,3.0010153092928658,5.566451011257922,20.26356484527663,40866.57394427522,549.1692313454396,4,2,9.994381947851757,8.38754356300061,0.9837695239641707,BA
1,10.48784929447535,1275.0203902485048,79.10450434901716,28.0,33.613,19.751,3.907948890054777,6.441364962310335,18.972095952834344,24442.45781391155,564.9010484837124,64,8,10.48784929447535,8.601398401285214,0.9680417758037341,BA
3,10.679424761147494,176.2699844328674,52.37600337694121,28.0,17.397,18.111,4.191971171915711,6.583894516973991,20.63525632361265,1207395.448398469,1388.9390447269031,36,6,10.679424761147496,7.327629765238171,0.9737171987050275,BA
5,10.012179282424878,199.87144758990405,56.99604803140242,28.0,41.943,22.234,3.7024529946988847,6.07025545845144,19.558372188309008,1432.8644027005498,243.83855306263962,9,3,10.012179282424878,7.546027974582885,0.9755084922066299,BA
4,12.105377420834705,185.73317728331193,51.550020902522306,28.0,47.868,25.563,4.909771594281304,6.850523912079495,22.751844480386296,4321.18028692894,324.738066368891,64,8,12.105377420834703,8.901855402336663,0.9680610124231342,BA
6,25.350468114971843,19.84507474698858,19.45515823901973,28.0,64.808,25.615,6.713206195868177,8.186588929702491,49.11882921745972,64.79688383449012,55.17595183509374,0,0,6.069388326095643,6.073312612397551,0.9338754883463746,BA
2,9.874279571532458,2512.9727773267236,98.55252266821111,28.0,15.84,17.209,2.693898393704636,4.871161691937379,17.038227829298595,24343.719402633473,470.0090766109387,1,1,2.6723535136304934,6.027729102935044,0.9791136420716078,BA
1,10.61821743236035,577.5383804572119,66.03088653959303,28.0,38.1,22.966,3.0319456231299218,5.2160027371723725,17.48978442681149,4680.468720547767,286.5671605645956,81,9,2.1067793668620256,6.100871115229219,0.9920803294030142,BA
3,9.000411595559461,486.44339550237197,70.23188338748996,28.0,35.791,21.811,1.7311310531030937,3.7738480855444423,15.875464560826078,2342.393837578747,248.46467951690965,4,2,2.270397489830111,6.103756198445501,0.9854839221984741,BA
5,11.459100826457327,141.63004732041622,47.91433595290791,28.0,37.221,23.038,2.930280363090835,4.819032935476402,19.32385378750908,1239.636923367922,184.98377685661356,16,4,3.238112086188564,5.600055915903698,0.9760879526071173,BA
4,10.716143383425196,128.19109123596346,47.87986663826636,28.0,34.449,21.756,2.816168273162715,4.920137347652653,17.164382402309798,1671.044655106701,201.58431363901923,121,11,2.6861797805158396,6.06019383942649,0.98432040094701,BA
6,38.20705218941083,109.46182359716964,63.87703249473591,40.0,38.046,25.445,11.422031448329836,16.409797210805845,122.27942276533304,2951.901363257916,473.1787895452681,529,23,18.47556181199962,38.75648807326762,0.9369952027746346,BA
2,22.936408989120082,760.6646631017807,136.1500533336798,40.0,50.083,32.393,7.768611129519657,12.476392791599123,66.16804382615862,801025.7657643501,2394.584473004235,1600,40,11.784805954870246,34.332928015227075,0.9762054536919329,BA
5,26.965521613515023,235.57422500737567,91.43029432441479,40.0,63.906,33.353,9.393921541521486,14.188885771540834,85.77689242380136,5103.526207988134,674.1937062967922,2704,52,13.223900855633255,38.67275283091425,0.9915294762768663,BA
4,25.004356433620956,290.80623581912596,101.16416147093051,40.0,63.767,34.453,8.172778714271825,13.13237231174322,78.64907409775263,27206.21934757193,966.2465934277926,900,30,12.118578962859186,38.44580013769891,0.9779127842244579,BA
